source_path,exists,row_count,candidate_columns,source_role,usable_for_fork_inventory,usable_for_decision_point_inventory,rejection_reason,notes
outputs\report_figures\ch6_5_5_personal_profile_metadata_join_v0_2\personal_route_load_strain_candidate_with_profile_v0_2.csv,True,21,activity_id_short|participant_id|metadata_join_status|age_yrs|sex_code|bmi|estimated_vo2max_ml_kg_min|vo2max_context_tier|qixing_difficulty_scale|qixing_self_report_difficulty_tier|heart_rate_bpm_median_avg|sex_age_est_hrmax_bpm|sex_age_est_hrmax_formula|hr_median_pct_sex_age_est_hrmax|hr_median_zone_sex_age_est|behavior_degradation_proxy_present|hr_output_efficiency_context|personal_route_load_match_review_level|personal_route_load_match_review_flags|speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg|uphill_high_route_load_ratio|route_load_behavior_candidate_window_ratio|behavior_weather_context_review_required_ratio|route_load_strain_context_label|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_personal_profile_metadata_split_v0_3\personal_hr_output_context_summary_v0_3.csv,True,4,hr_median_zone_sex_age_est|hr_output_efficiency_context|activity_count|activity_id_short_list|interpretation_boundary,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\report_figures\ch6_5_5_personal_profile_metadata_split_v0_3\personal_hr_output_context_v0_3.csv,True,15,activity_id_short|participant_id|metadata_join_status|age_yrs|sex_code|bmi|estimated_vo2max_ml_kg_min|vo2max_context_tier|qixing_difficulty_scale|qixing_self_report_difficulty_tier|heart_rate_bpm_median_avg|sex_age_est_hrmax_bpm|sex_age_est_hrmax_formula|hr_median_pct_sex_age_est_hrmax|hr_median_zone_sex_age_est|behavior_degradation_proxy_present|hr_output_efficiency_context|personal_route_load_match_review_level|personal_route_load_match_review_flags|speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg|uphill_high_route_load_ratio|route_load_behavior_candidate_window_ratio|behavior_weather_context_review_required_ratio|route_load_strain_context_label|interpretation_boundary|ch6_5_5_v0_3_split_category|ch6_5_5_v0_3_boundary|hr_context_priority,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\report_figures\ch6_5_5_personal_profile_metadata_split_v0_3\personal_hrmax_estimate_sensor_review_v0_3.csv,True,1,activity_id_short|participant_id|metadata_join_status|age_yrs|sex_code|bmi|estimated_vo2max_ml_kg_min|vo2max_context_tier|qixing_difficulty_scale|qixing_self_report_difficulty_tier|heart_rate_bpm_median_avg|sex_age_est_hrmax_bpm|sex_age_est_hrmax_formula|hr_median_pct_sex_age_est_hrmax|hr_median_zone_sex_age_est|behavior_degradation_proxy_present|hr_output_efficiency_context|personal_route_load_match_review_level|personal_route_load_match_review_flags|speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg|uphill_high_route_load_ratio|route_load_behavior_candidate_window_ratio|behavior_weather_context_review_required_ratio|route_load_strain_context_label|interpretation_boundary|ch6_5_5_v0_3_split_category|ch6_5_5_v0_3_boundary,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\report_figures\ch6_5_5_personal_profile_metadata_split_v0_3\personal_profile_metadata_split_audit_v0_3.csv,True,1,source_path|activity_count|v0_2_candidate_like_rows_including_controlled_hr|v0_3_true_strain_candidate_rows|v0_3_hr_output_context_rows|v0_3_hrmax_review_rows|high_hr_controlled_context_rows_removed_from_strain_candidate|split_category_count|audit_conclusion|interpretation_boundary,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\report_figures\ch6_5_5_personal_profile_metadata_split_v0_3\personal_profile_metadata_split_full_context_v0_3.csv,True,25,activity_id_short|participant_id|metadata_join_status|age_yrs|sex_code|bmi|estimated_vo2max_ml_kg_min|vo2max_context_tier|qixing_difficulty_scale|qixing_self_report_difficulty_tier|heart_rate_bpm_median_avg|sex_age_est_hrmax_bpm|sex_age_est_hrmax_formula|hr_median_pct_sex_age_est_hrmax|hr_median_zone_sex_age_est|behavior_degradation_proxy_present|hr_output_efficiency_context|personal_route_load_match_review_level|personal_route_load_match_review_flags|speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg|uphill_high_route_load_ratio|route_load_behavior_candidate_window_ratio|behavior_weather_context_review_required_ratio|route_load_strain_context_label|interpretation_boundary|ch6_5_5_v0_3_split_category|ch6_5_5_v0_3_boundary,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\report_figures\ch6_5_5_personal_profile_metadata_split_v0_3\personal_profile_metadata_split_summary_v0_3.csv,True,4,ch6_5_5_v0_3_split_category|activity_count|activity_id_short_list|interpretation_boundary,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\report_figures\ch6_5_5_personal_profile_metadata_split_v0_3\personal_route_load_strain_candidate_summary_v0_3.csv,True,4,route_load_strain_context_label|activity_count|activity_id_short_list|interpretation_boundary,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\report_figures\ch6_5_5_personal_profile_metadata_split_v0_3\personal_route_load_strain_candidate_v0_3.csv,True,12,activity_id_short|participant_id|metadata_join_status|age_yrs|sex_code|bmi|estimated_vo2max_ml_kg_min|vo2max_context_tier|qixing_difficulty_scale|qixing_self_report_difficulty_tier|heart_rate_bpm_median_avg|sex_age_est_hrmax_bpm|sex_age_est_hrmax_formula|hr_median_pct_sex_age_est_hrmax|hr_median_zone_sex_age_est|behavior_degradation_proxy_present|hr_output_efficiency_context|personal_route_load_match_review_level|personal_route_load_match_review_flags|speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg|uphill_high_route_load_ratio|route_load_behavior_candidate_window_ratio|behavior_weather_context_review_required_ratio|route_load_strain_context_label|interpretation_boundary|ch6_5_5_v0_3_split_category|ch6_5_5_v0_3_boundary|strain_priority,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\report_figures\ch6_5_5_route_following_axis_contract_patch_v1\personal_ability_radar_axis_contract_patch_audit_v1.csv,True,1,axis_count|route_following_stability_patched|route_following_old_output_mode|route_following_new_output_mode|deviation_correction_ability_output_mode|numeric_axis_count|limited_proxy_axis_count|missing_evidence_annotation_axis_count|evidence_inventory_row_count|route_following_proxy_admission_evidence_found|zero_fill_used|forbidden_policy_terms_present|forbidden_fields|ability_scoring_absent|ranking_absent|class_label_absent|risk_scoring_absent|route_suitability_scoring_absent|decision_label_absent|diagnosis_absent|causal_claim_absent|admission_audit_conclusion|audit_conclusion|review_reasons|interpretation_boundary,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\report_figures\ch6_5_5_route_following_axis_contract_patch_v1\personal_ability_radar_axis_contract_patch_v1.csv,True,1,axis_id|axis_label_zh|old_axis_status|new_axis_status|old_axis_output_mode|new_axis_output_mode|old_radar_output_permission|new_radar_output_permission|axis_value_allowed|patch_reason|evidence_source|evidence_fields|admission_decision|deviation_correction_ability_retained_decision|interpretation_boundary,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\report_figures\ch6_5_5_route_following_axis_contract_patch_v1\personal_ability_radar_axis_contract_v1_1.csv,True,11,axis_id|axis_label_zh|axis_domain|axis_status|axis_output_mode|evidence_maturity|radar_output_permission|primary_evidence_source|primary_evidence_fields|supporting_evidence_sources|required_consumption_gates|fallback_status|missing_evidence_reason|allowed_use|disallowed_use|interpretation_boundary|axis_value_allowed,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\report_figures\ch6_5_5_route_following_axis_contract_patch_v1\personal_ability_radar_axis_evidence_inventory_v1_1.csv,True,13,evidence_id|evidence_found|evidence_path|row_count|column_count|columns|interpretation_boundary|supporting_audit_path,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\report_figures\ch6_5_5_route_following_data_table_patch_v1\personal_ability_radar_data_table_patch_audit_v1.csv,True,1,row_count|activity_count|axis_count|route_following_rows|route_following_baseline_rows|route_following_extra_source_rows|route_following_baseline_value_count|route_following_extra_source_value_count|route_following_extra_source_blocked|limited_proxy_axis_row_count|limited_proxy_axis_value_count|missing_evidence_annotation_row_count|deviation_correction_ability_retained_missing|deviation_correction_ability_output_mode|zero_fill_used|forbidden_policy_terms_present|forbidden_fields|ability_scoring_absent|ranking_absent|class_label_absent|risk_scoring_absent|route_suitability_scoring_absent|decision_label_absent|diagnosis_absent|causal_claim_absent|audit_conclusion|review_reasons|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_data_table_patch_v1\personal_ability_radar_data_table_patch_v1.csv,True,26,participant_id|activity_id_short|study_population_status|axis_id|axis_label_zh|old_axis_output_mode|new_axis_output_mode|old_axis_value_allowed|new_axis_value_allowed|old_axis_value|new_axis_value|axis_value_unit|patch_reason|evidence_source|evidence_fields|evidence_state|route_issue_event_count|terminal_event_rows|non_terminal_event_rows|admission_status|admission_decision|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_data_table_patch_v1\personal_ability_radar_data_table_v1_1.csv,True,286,participant_id|activity_id_short|study_population_status|axis_id|axis_label_zh|axis_status|axis_output_mode|radar_output_permission|axis_value_allowed|axis_value|axis_value_unit|axis_annotation|evidence_source|evidence_fields|required_gate_status|fallback_status|missing_evidence_reason|allowed_use|disallowed_use|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1\route_following_stability_proxy_activity_summary_v1.csv,True,26,activity_id|study_population_status|baseline_population_gate|event_rows|non_terminal_event_rows|route_issue_event_count|off_route_event_count|navigation_uncertainty_event_count|rejoin_candidate_event_count|high_confidence_route_issue_count|low_confidence_route_issue_count|route_issue_duration_sec|total_event_duration_sec|max_offset_m|mean_off_route_ratio|min_on_route_ratio|candidate_proxy_route_following_stability_0_100|candidate_proxy_note|admission_status|allowed_use|disallowed_use,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1\route_following_stability_proxy_admission_audit_v1.csv,True,1,source_event_root|event_rows|activity_rows|baseline_activity_count|baseline_with_events_count|baseline_with_route_issue_count|extra_source_count|extra_source_admitted_count|route_following_admission_decision|deviation_correction_decision|zero_fill_used|forbidden_fields_present|ability_scoring_absent|ranking_absent|class_label_absent|decision_label_absent|audit_conclusion|review_reasons|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1\route_following_stability_proxy_admission_decision_v1.csv,True,2,axis_id|axis_label_zh|current_axis_output_mode|recommended_axis_output_mode|admission_decision|baseline_activity_count|baseline_with_events_count|baseline_with_route_issue_count|extra_source_count|extra_source_admitted_count|evidence_source|evidence_fields|proxy_basis|review_reasons|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1\route_following_stability_proxy_event_inventory_v1.csv,True,346,activity_id|event_id|event_type|event_subtype|event_modifiers|candidate_reason|semantic_event_type_candidate|semantic_recovery_interpretation|duration_sec|on_route_ratio|off_route_ratio|median_offset_m|max_offset_m|confidence|terminal_artifact|route_issue_event|off_route_event|navigation_uncertainty_event|rejoin_candidate_event|source_file|route_following_text_basis,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,True,26,activity_id|study_population_status|baseline_population_gate|detector_file_found|evidence_state|event_rows|terminal_event_rows|non_terminal_event_rows|route_issue_event_count|off_route_event_count|navigation_uncertainty_event_count|rejoin_candidate_event_count|high_confidence_route_issue_count|low_confidence_route_issue_count|route_issue_duration_sec|total_event_duration_sec|max_offset_m|mean_off_route_ratio|min_on_route_ratio|candidate_proxy_route_following_stability_0_100|candidate_proxy_note|admission_status|allowed_use|disallowed_use,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_admission_audit_v1_1.csv,True,1,source_event_root|event_rows|activity_rows|baseline_activity_count|baseline_detector_file_found_count|baseline_no_non_terminal_issue_count|baseline_with_events_count|baseline_with_route_issue_count|extra_source_count|extra_source_admitted_count|route_following_admission_decision|deviation_correction_decision|zero_fill_used|forbidden_fields_present|ability_scoring_absent|ranking_absent|class_label_absent|decision_label_absent|audit_conclusion|review_reasons|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_admission_decision_v1_1.csv,True,2,axis_id|axis_label_zh|current_axis_output_mode|recommended_axis_output_mode|admission_decision|baseline_activity_count|baseline_detector_file_found_count|baseline_no_non_terminal_issue_count|baseline_with_events_count|baseline_with_route_issue_count|extra_source_count|extra_source_admitted_count|evidence_source|evidence_fields|proxy_basis|review_reasons|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_event_inventory_v1_1.csv,True,346,activity_id|event_id|event_type|event_subtype|event_modifiers|candidate_reason|semantic_event_type_candidate|semantic_recovery_interpretation|duration_sec|on_route_ratio|off_route_ratio|median_offset_m|max_offset_m|confidence|terminal_artifact|route_issue_event|off_route_event|navigation_uncertainty_event|rejoin_candidate_event|source_file|route_following_text_basis,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_6_terrain_movement_efficiency_axis_admission_audit_v1_2\terrain_movement_efficiency_axis_admission_audit_v1_2.csv,True,1,evidence_root|upstream_route_load_root|output_root|source_input_path|source_inventory|ch6_5_6_audit_conclusion|gate_count|gate_pass_count|gate_fail_count|failed_gate_ids|activity_rows|axis_update_rows|context_group_rows|lower_context_review_activity_ids|higher_context_activity_ids|recommended_axis_id|recommended_axis_label_zh|axis_admission_decision|radar_update_recommendation|zero_fill_used|ability_score_generated|ability_rank_generated|ability_class_generated|radar_score_generated|route_suitability_score_generated|go_no_go_generated|medical_diagnosis_generated|causality_claim_generated|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_6_terrain_movement_efficiency_axis_admission_audit_v1_2\terrain_movement_efficiency_axis_admission_context_notes_v1_2.csv,True,7,note_id|note_type|subject|window_count|activity_count|note|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_6_terrain_movement_efficiency_axis_admission_audit_v1_2\terrain_movement_efficiency_axis_admission_gate_detail_v1_2.csv,True,13,gate_id|gate_status|gate_name|observed_value|required_value|notes,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\report_figures\ch6_5_6_terrain_movement_efficiency_evidence_v1\terrain_movement_efficiency_activity_summary_v1.csv,True,25,activity_id_short|window_count|available_window_count|high_terrain_or_surface_window_count|high_terrain_or_surface_window_ratio|terrain_movement_maintenance_index_mean_0_100|high_terrain_movement_maintenance_index_mean_0_100|terrain_surface_context_group_summary|terrain_movement_attention_flag_summary|axis_support_status|interpretation_boundary|terrain_movement_efficiency_axis_index_0_100|terrain_movement_context_label,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_6_terrain_movement_efficiency_evidence_v1\terrain_movement_efficiency_attention_summary_v1.csv,True,3,terrain_movement_context_label|axis_support_status|activity_count|activity_id_short_list|mean_axis_index_0_100|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_6_terrain_movement_efficiency_evidence_v1\terrain_movement_efficiency_audit_v1.csv,True,1,input_path|output_root|source_inventory|window_rows|activity_rows|context_group_rows|axis_update_rows|min_context_group_windows|min_activity_windows_for_axis|supported_axis_rows|limited_axis_rows|insufficient_axis_rows|zero_fill_used|weather_zero_fill_used|ability_score_generated|ability_rank_generated|ability_class_generated|route_suitability_score_generated|go_no_go_generated|audit_issues|audit_conclusion|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_6_terrain_movement_efficiency_evidence_v1\terrain_movement_efficiency_axis_update_v1.csv,True,25,activity_id_short|terrain_movement_efficiency_axis_index_0_100|terrain_movement_maintenance_index_mean_0_100|high_terrain_movement_maintenance_index_mean_0_100|axis_support_status|terrain_movement_context_label|available_window_count|high_terrain_or_surface_window_count|high_terrain_or_surface_window_ratio|axis_id|axis_label_zh|axis_support_status_for_radar|axis_description|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_6_terrain_movement_efficiency_evidence_v1\terrain_movement_efficiency_context_group_summary_v1.csv,True,3,terrain_surface_context_group|window_count|activity_count|available_window_count|speed_mps_median|low_speed_ratio_median|stopped_ratio_median|terrain_movement_maintenance_index_median_0_100|terrain_movement_maintenance_index_mean_0_100|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_6_terrain_movement_efficiency_evidence_v1\terrain_movement_efficiency_window_evidence_v1.csv,True,2054,activity_id_short|activity_id_full|route_distance_window_start_m|route_distance_window_end_m|route_phase|point_count|route_load_context_band|route_load_context_index_0_100|route_profile_elevation_range_m|calibrated_slope_pct_p75_abs|ib2_terrain_evidence_median|ib2_effort_evidence_median|osm_exposure_types|near_steps_ratio|near_road_ratio|near_cliff_ratio|near_waterway_ratio|terrain_surface_context_flags|terrain_surface_context_group|terrain_evidence_high_context_bool|slope_or_vertical_high_context_bool|high_terrain_or_surface_context_bool|speed_mps_median|low_speed_ratio|stopped_ratio|speed_context_adjusted_index_0_100|low_speed_context_adjusted_index_0_100|stopped_context_adjusted_index_0_100|speed_context_percentile_source|low_speed_context_percentile_source|stopped_context_percentile_source|terrain_movement_component_available_bool|terrain_movement_maintenance_index_0_100|terrain_movement_attention_flags|window_qa_flags|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_15_1_route_axis_flip_candidates.csv,True,1758,axis_version|raw_point_index|elapsed_sec|dt_sec_qa|route_class|movement_state|motion_artifact_flag|gps_drift_suspected|route_distance_previous_m|route_distance_current_m|route_distance_delta_m|large_jump_ge_500m|shelter_occurrence_flip_600_3500,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_15_1_shelter_time_axis_occurrence.csv,True,2,shelter_route_occurrence_id|physical_reference_cluster_id|route_occurrence_role|route_occurrence_start_m|route_occurrence_end_m|route_occurrence_marker_m|reference_lat|reference_lon|distance_from_first_reference_m|activity_point_count|activity_elapsed_start_sec|activity_elapsed_end_sec|activity_elapsed_mid_sec|activity_artifact_row_count|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_33_1_route_axis_flip_candidates.csv,True,1685,axis_version|raw_point_index|elapsed_sec|dt_sec_qa|route_class|movement_state|motion_artifact_flag|gps_drift_suspected|route_distance_previous_m|route_distance_current_m|route_distance_delta_m|large_jump_ge_500m|shelter_occurrence_flip_600_3500,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_33_1_shelter_time_axis_occurrence.csv,True,2,shelter_route_occurrence_id|physical_reference_cluster_id|route_occurrence_role|route_occurrence_start_m|route_occurrence_end_m|route_occurrence_marker_m|reference_lat|reference_lon|distance_from_first_reference_m|activity_point_count|activity_elapsed_start_sec|activity_elapsed_end_sec|activity_elapsed_mid_sec|activity_artifact_row_count|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_37_1_route_axis_flip_candidates.csv,True,2435,axis_version|raw_point_index|elapsed_sec|dt_sec_qa|route_class|movement_state|motion_artifact_flag|gps_drift_suspected|route_distance_previous_m|route_distance_current_m|route_distance_delta_m|large_jump_ge_500m|shelter_occurrence_flip_600_3500,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_37_1_shelter_time_axis_occurrence.csv,True,2,shelter_route_occurrence_id|physical_reference_cluster_id|route_occurrence_role|route_occurrence_start_m|route_occurrence_end_m|route_occurrence_marker_m|reference_lat|reference_lon|distance_from_first_reference_m|activity_point_count|activity_elapsed_start_sec|activity_elapsed_end_sec|activity_elapsed_mid_sec|activity_artifact_row_count|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_48_1_route_axis_flip_candidates.csv,True,3135,axis_version|raw_point_index|elapsed_sec|dt_sec_qa|route_class|movement_state|motion_artifact_flag|gps_drift_suspected|route_distance_previous_m|route_distance_current_m|route_distance_delta_m|large_jump_ge_500m|shelter_occurrence_flip_600_3500,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_48_1_shelter_time_axis_occurrence.csv,True,2,shelter_route_occurrence_id|physical_reference_cluster_id|route_occurrence_role|route_occurrence_start_m|route_occurrence_end_m|route_occurrence_marker_m|reference_lat|reference_lon|distance_from_first_reference_m|activity_point_count|activity_elapsed_start_sec|activity_elapsed_end_sec|activity_elapsed_mid_sec|activity_artifact_row_count|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_6_1_route_axis_flip_candidates.csv,True,2079,axis_version|raw_point_index|elapsed_sec|dt_sec_qa|route_class|movement_state|motion_artifact_flag|gps_drift_suspected|route_distance_previous_m|route_distance_current_m|route_distance_delta_m|large_jump_ge_500m|shelter_occurrence_flip_600_3500,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_6_1_shelter_time_axis_occurrence.csv,True,2,shelter_route_occurrence_id|physical_reference_cluster_id|route_occurrence_role|route_occurrence_start_m|route_occurrence_end_m|route_occurrence_marker_m|reference_lat|reference_lon|distance_from_first_reference_m|activity_point_count|activity_elapsed_start_sec|activity_elapsed_end_sec|activity_elapsed_mid_sec|activity_artifact_row_count|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
