relative_path,name,type,depth,size_bytes,modified_time,suffix
outputs/activity_standardized/juansi_waterfall/35_1_standardized.csv,35_1_standardized.csv,file,4,1324827,2026-05-27 07:42:51,.csv
outputs/activity_standardized/juansi_waterfall/36_1_standardized.csv,36_1_standardized.csv,file,4,965945,2026-05-27 07:42:51,.csv
outputs/activity_standardized/juansi_waterfall/37_1_standardized.csv,37_1_standardized.csv,file,4,1703766,2026-05-27 07:42:51,.csv
outputs/activity_standardized/juansi_waterfall/38_1_standardized.csv,38_1_standardized.csv,file,4,2570548,2026-05-27 07:42:56,.csv
outputs/activity_standardized/juansi_waterfall/3_1_standardized.csv,3_1_standardized.csv,file,4,1124464,2026-05-27 07:42:49,.csv
outputs/activity_standardized/juansi_waterfall/40_1_standardized.csv,40_1_standardized.csv,file,4,977624,2026-05-27 07:42:57,.csv
outputs/activity_standardized/juansi_waterfall/41_1_standardized.csv,41_1_standardized.csv,file,4,1027771,2026-05-27 07:43:00,.csv
outputs/activity_standardized/juansi_waterfall/42_1_standardized.csv,42_1_standardized.csv,file,4,1245375,2026-05-27 07:43:00,.csv
outputs/activity_standardized/juansi_waterfall/43_1_standardized.csv,43_1_standardized.csv,file,4,1217306,2026-05-27 07:43:00,.csv
outputs/activity_standardized/juansi_waterfall/44_1_standardized.csv,44_1_standardized.csv,file,4,951038,2026-05-27 07:43:01,.csv
outputs/activity_standardized/juansi_waterfall/45_1_standardized.csv,45_1_standardized.csv,file,4,954303,2026-05-27 07:43:03,.csv
outputs/activity_standardized/juansi_waterfall/46_1_standardized.csv,46_1_standardized.csv,file,4,1265221,2026-05-27 07:43:03,.csv
outputs/activity_standardized/juansi_waterfall/48_1_standardized.csv,48_1_standardized.csv,file,4,2276548,2026-05-27 07:43:03,.csv
outputs/activity_standardized/juansi_waterfall/6_1_standardized.csv,6_1_standardized.csv,file,4,1224233,2026-05-27 07:43:05,.csv
outputs/activity_standardized/juansi_waterfall/8_1_standardized.csv,8_1_standardized.csv,file,4,819508,2026-05-27 07:43:06,.csv
outputs/activity_standardized/juansi_waterfall/9_1_standardized.csv,9_1_standardized.csv,file,4,2445153,2026-05-27 07:43:11,.csv
outputs/activity_standardized/qixing_lengshuikeng/13_1_standardized.csv,13_1_standardized.csv,file,4,1620553,2026-05-27 07:43:11,.csv
outputs/activity_standardized/qixing_lengshuikeng/14_1_standardized.csv,14_1_standardized.csv,file,4,1402194,2026-05-27 07:43:11,.csv
outputs/activity_standardized/qixing_lengshuikeng/15_1_standardized.csv,15_1_standardized.csv,file,4,3397299,2026-05-27 07:43:19,.csv
outputs/activity_standardized/qixing_lengshuikeng/16_1_standardized.csv,16_1_standardized.csv,file,4,1985586,2026-05-27 07:43:20,.csv
outputs/activity_standardized/qixing_lengshuikeng/20_1_standardized.csv,20_1_standardized.csv,file,4,3404649,2026-05-27 07:43:20,.csv
outputs/activity_standardized/qixing_lengshuikeng/23_1_standardized.csv,23_1_standardized.csv,file,4,6798311,2026-05-27 07:43:20,.csv
outputs/activity_standardized/qixing_lengshuikeng/28_1_standardized.csv,28_1_standardized.csv,file,4,1679126,2026-05-27 07:43:20,.csv
outputs/activity_standardized/qixing_lengshuikeng/29_1_standardized.csv,29_1_standardized.csv,file,4,4639464,2026-05-27 07:43:21,.csv
outputs/activity_standardized/qixing_lengshuikeng/30_1_standardized.csv,30_1_standardized.csv,file,4,3425209,2026-05-27 07:43:21,.csv
outputs/activity_standardized/qixing_lengshuikeng/33_1_standardized.csv,33_1_standardized.csv,file,4,1279801,2026-05-27 07:43:21,.csv
outputs/activity_standardized/qixing_lengshuikeng/35_1_standardized.csv,35_1_standardized.csv,file,4,4532838,2026-05-27 07:43:21,.csv
outputs/activity_standardized/qixing_lengshuikeng/36_1_standardized.csv,36_1_standardized.csv,file,4,1561568,2026-05-27 07:43:21,.csv
outputs/activity_standardized/qixing_lengshuikeng/37_1_standardized.csv,37_1_standardized.csv,file,4,1854711,2026-05-27 07:43:22,.csv
outputs/activity_standardized/qixing_lengshuikeng/38_1_standardized.csv,38_1_standardized.csv,file,4,3238896,2026-05-27 07:43:22,.csv
outputs/activity_standardized/qixing_lengshuikeng/3_1_standardized.csv,3_1_standardized.csv,file,4,1507129,2026-05-27 07:43:21,.csv
outputs/activity_standardized/qixing_lengshuikeng/40_1_standardized.csv,40_1_standardized.csv,file,4,1507978,2026-05-27 07:43:22,.csv
outputs/activity_standardized/qixing_lengshuikeng/41_1_standardized.csv,41_1_standardized.csv,file,4,1376683,2026-05-27 07:43:22,.csv
outputs/activity_standardized/qixing_lengshuikeng/42_1_standardized.csv,42_1_standardized.csv,file,4,2001741,2026-05-27 07:43:22,.csv
outputs/activity_standardized/qixing_lengshuikeng/43_1_standardized.csv,43_1_standardized.csv,file,4,2226384,2026-05-27 07:43:22,.csv
outputs/activity_standardized/qixing_lengshuikeng/44_1_standardized.csv,44_1_standardized.csv,file,4,1358251,2026-05-27 07:43:22,.csv
outputs/activity_standardized/qixing_lengshuikeng/45_1_standardized.csv,45_1_standardized.csv,file,4,1404371,2026-05-27 07:43:22,.csv
outputs/activity_standardized/qixing_lengshuikeng/46_1_standardized.csv,46_1_standardized.csv,file,4,2006076,2026-05-27 07:43:23,.csv
outputs/activity_standardized/qixing_lengshuikeng/48_1_standardized.csv,48_1_standardized.csv,file,4,2258450,2026-05-27 07:43:23,.csv
outputs/activity_standardized/qixing_lengshuikeng/6_1_standardized.csv,6_1_standardized.csv,file,4,7086230,2026-05-27 07:43:37,.csv
outputs/activity_standardized/qixing_lengshuikeng/8_1_standardized.csv,8_1_standardized.csv,file,4,1625971,2026-05-27 07:43:40,.csv
outputs/activity_standardized/qixing_lengshuikeng/9_1_standardized.csv,9_1_standardized.csv,file,4,2177206,2026-05-27 07:43:40,.csv
outputs/ai_engineer_handoff_dataset_v1/_archived_replaced/ai_engineer_handoff_availability_check_v1.csv,ai_engineer_handoff_availability_check_v1.csv,file,4,3037,2026-05-31 21:25:30,.csv
outputs/ai_engineer_handoff_dataset_v1/_archived_replaced/juansi_waterfall_missing_requirements_v1.csv,juansi_waterfall_missing_requirements_v1.csv,file,4,653,2026-05-31 21:26:57,.csv
outputs/ai_engineer_handoff_dataset_v1/_archived_replaced/osm_raw_layer_feature_count_compare_v1.csv,osm_raw_layer_feature_count_compare_v1.csv,file,4,28317,2026-05-31 21:42:40,.csv
outputs/ai_engineer_handoff_dataset_v1/_archived_replaced/osm_raw_layer_presence_diff_v1.csv,osm_raw_layer_presence_diff_v1.csv,file,4,3886,2026-05-31 21:42:55,.csv
outputs/ib0_route_match/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_candidates.geojson,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_candidates.geojson,file,4,272708,2026-05-31 23:47:00,.geojson
outputs/ib0_route_match/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_match_run_summary.txt,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_match_run_summary.txt,file,4,1941,2026-05-31 23:47:00,.txt
outputs/ib0_route_match/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_match_summary.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_match_summary.csv,file,4,6219,2026-05-31 23:47:00,.csv
outputs/ib0_route_match/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_matched.geojson,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_matched.geojson,file,4,177174,2026-05-31 23:47:00,.geojson
outputs/ib0_route_match/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_matched_map.html,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_activity_osm_matched_map.html,file,4,324556,2026-05-31 23:47:00,.html
outputs/ib0_route_match/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_candidates.geojson,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_candidates.geojson,file,4,139082,2026-05-31 23:05:32,.geojson
outputs/ib0_route_match/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_match_run_summary.txt,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_match_run_summary.txt,file,4,1924,2026-05-31 23:05:32,.txt
outputs/ib0_route_match/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_match_summary.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_match_summary.csv,file,4,3861,2026-05-31 23:05:32,.csv
outputs/ib0_route_match/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_matched.geojson,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_matched.geojson,file,4,105911,2026-05-31 23:05:32,.geojson
outputs/ib0_route_match/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_matched_map.html,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_activity_osm_matched_map.html,file,4,209137,2026-05-31 23:05:32,.html
outputs/ib0_route_match/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_candidates.geojson,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_candidates.geojson,file,4,116969,2026-05-31 23:05:39,.geojson
outputs/ib0_route_match/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_match_run_summary.txt,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_match_run_summary.txt,file,4,1888,2026-05-31 23:05:39,.txt
outputs/ib0_route_match/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_match_summary.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_match_summary.csv,file,4,3112,2026-05-31 23:05:39,.csv
outputs/ib0_route_match/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_matched.geojson,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_matched.geojson,file,4,107523,2026-05-31 23:05:39,.geojson
outputs/ib0_route_match/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_matched_map.html,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_activity_osm_matched_map.html,file,4,173220,2026-05-31 23:05:39,.html
outputs/ib0_route_match/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_candidates.geojson,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_candidates.geojson,file,4,201726,2026-05-31 23:05:44,.geojson
outputs/ib0_route_match/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_match_run_summary.txt,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_match_run_summary.txt,file,4,1868,2026-05-31 23:05:45,.txt
outputs/ib0_route_match/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_match_summary.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_match_summary.csv,file,4,3403,2026-05-31 23:05:44,.csv
outputs/ib0_route_match/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_matched.geojson,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_matched.geojson,file,4,154893,2026-05-31 23:05:44,.geojson
outputs/ib0_route_match/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_matched_map.html,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_activity_osm_matched_map.html,file,4,215491,2026-05-31 23:05:45,.html
outputs/ib0_route_match_v1_1/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_activity_osm_candidates.geojson,qixing_lengshuikeng_main_peak_20260523_activity_osm_candidates.geojson,file,4,132666,2026-05-27 07:08:33,.geojson
outputs/ib0_route_match_v1_1/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_activity_osm_match_run_summary.txt,qixing_lengshuikeng_main_peak_20260523_activity_osm_match_run_summary.txt,file,4,1707,2026-05-27 07:08:33,.txt
outputs/ib0_route_match_v1_1/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_activity_osm_match_summary.csv,qixing_lengshuikeng_main_peak_20260523_activity_osm_match_summary.csv,file,4,3356,2026-05-27 07:08:33,.csv
outputs/ib0_route_match_v1_1/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_activity_osm_matched.geojson,qixing_lengshuikeng_main_peak_20260523_activity_osm_matched.geojson,file,4,101117,2026-05-27 07:08:33,.geojson
outputs/ib0_route_match_v1_1/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_activity_osm_matched_map.html,qixing_lengshuikeng_main_peak_20260523_activity_osm_matched_map.html,file,4,209119,2026-05-27 07:08:33,.html
outputs/ib0_route_match_v1_1/qixing_xiaoyoukeng_main_peak_20260315/qixing_xiaoyoukeng_main_peak_20260315_activity_osm_candidates.geojson,qixing_xiaoyoukeng_main_peak_20260315_activity_osm_candidates.geojson,file,4,110818,2026-05-27 06:57:13,.geojson
outputs/ib0_route_match_v1_1/qixing_xiaoyoukeng_main_peak_20260315/qixing_xiaoyoukeng_main_peak_20260315_activity_osm_match_run_summary.txt,qixing_xiaoyoukeng_main_peak_20260315_activity_osm_match_run_summary.txt,file,4,1671,2026-05-27 06:57:13,.txt
outputs/ib0_route_match_v1_1/qixing_xiaoyoukeng_main_peak_20260315/qixing_xiaoyoukeng_main_peak_20260315_activity_osm_match_summary.csv,qixing_xiaoyoukeng_main_peak_20260315_activity_osm_match_summary.csv,file,4,2708,2026-05-27 06:57:13,.csv
outputs/ib0_route_match_v1_1/qixing_xiaoyoukeng_main_peak_20260315/qixing_xiaoyoukeng_main_peak_20260315_activity_osm_matched.geojson,qixing_xiaoyoukeng_main_peak_20260315_activity_osm_matched.geojson,file,4,101778,2026-05-27 06:57:13,.geojson
outputs/ib0_route_match_v1_1/qixing_xiaoyoukeng_main_peak_20260315/qixing_xiaoyoukeng_main_peak_20260315_activity_osm_matched_map.html,qixing_xiaoyoukeng_main_peak_20260315_activity_osm_matched_map.html,file,4,173183,2026-05-27 06:57:13,.html
outputs/ib0a2_route_axis_anchor_component_qa/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_pairs.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_pairs.csv,file,4,168,2026-06-01 09:23:22,.csv
outputs/ib0a2_route_axis_anchor_component_qa/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa.csv,file,4,875,2026-06-01 09:23:22,.csv
outputs/ib0a2_route_axis_anchor_component_qa/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa_summary.txt,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa_summary.txt,file,4,1348,2026-06-01 09:23:22,.txt
outputs/ib0a2_route_axis_anchor_component_qa/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_pairs.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_pairs.csv,file,4,234,2026-06-01 09:22:51,.csv
outputs/ib0a2_route_axis_anchor_component_qa/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa.csv,file,4,1165,2026-06-01 09:22:51,.csv
outputs/ib0a2_route_axis_anchor_component_qa/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa_summary.txt,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa_summary.txt,file,4,1778,2026-06-01 09:22:51,.txt
outputs/ib0a2_route_axis_anchor_component_qa/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_pairs.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_pairs.csv,file,4,408,2026-06-01 09:22:57,.csv
outputs/ib0a2_route_axis_anchor_component_qa/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa.csv,file,4,1794,2026-06-01 09:22:57,.csv
outputs/ib0a2_route_axis_anchor_component_qa/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa_summary.txt,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa_summary.txt,file,4,2641,2026-06-01 09:22:57,.txt
outputs/ib0a2_route_axis_anchor_component_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_pairs.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_pairs.csv,file,4,168,2026-06-01 09:27:51,.csv
outputs/ib0a2_route_axis_anchor_component_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa.csv,file,4,809,2026-06-01 09:27:51,.csv
outputs/ib0a2_route_axis_anchor_component_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa_summary.txt,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_ib0a2_route_axis_anchor_component_qa_summary.txt,file,4,1365,2026-06-01 09:27:51,.txt
outputs/ib0a_control_points_osm_projection/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_control_points_projected_to_osm_map.html,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_control_points_projected_to_osm_map.html,file,4,134277,2026-06-01 00:50:13,.html
outputs/ib0a_control_points_osm_projection/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_control_points_projected_to_osm_summary.txt,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_control_points_projected_to_osm_summary.txt,file,4,1051,2026-06-01 00:50:13,.txt
outputs/ib0a_control_points_osm_projection/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_control_points_projected_to_osm_topk.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_control_points_projected_to_osm_topk.csv,file,4,5730,2026-06-01 00:50:13,.csv
outputs/ib0a_control_points_osm_projection/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_control_points_used.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_control_points_used.csv,file,4,771,2026-06-01 00:50:13,.csv
outputs/ib0a_control_points_osm_projection/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_control_points_projected_to_osm_map.html,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_control_points_projected_to_osm_map.html,file,4,88388,2026-06-01 00:50:14,.html
outputs/ib0a_control_points_osm_projection/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_control_points_projected_to_osm_summary.txt,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_control_points_projected_to_osm_summary.txt,file,4,1748,2026-06-01 00:50:14,.txt
outputs/ib0a_control_points_osm_projection/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_control_points_projected_to_osm_topk.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_control_points_projected_to_osm_topk.csv,file,4,8152,2026-06-01 00:50:14,.csv
outputs/ib0a_control_points_osm_projection/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_control_points_used.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_control_points_used.csv,file,4,1028,2026-06-01 00:50:14,.csv
outputs/ib0a_control_points_osm_projection/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_projected_to_osm_map.html,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_projected_to_osm_map.html,file,4,82573,2026-06-01 00:50:16,.html
outputs/ib0a_control_points_osm_projection/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_projected_to_osm_summary.txt,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_projected_to_osm_summary.txt,file,4,3025,2026-06-01 00:50:15,.txt
outputs/ib0a_control_points_osm_projection/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_projected_to_osm_topk.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_projected_to_osm_topk.csv,file,4,14116,2026-06-01 00:50:15,.csv
outputs/ib0a_control_points_osm_projection/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_used.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_used.csv,file,4,1840,2026-06-01 00:50:15,.csv
outputs/ib0a_control_points_osm_projection/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_projected_to_osm_map.html,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_projected_to_osm_map.html,file,4,100123,2026-06-01 09:10:36,.html
outputs/ib0a_control_points_osm_projection/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_projected_to_osm_summary.txt,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_projected_to_osm_summary.txt,file,4,1055,2026-06-01 09:10:35,.txt
outputs/ib0a_control_points_osm_projection/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_projected_to_osm_topk.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_projected_to_osm_topk.csv,file,4,8227,2026-06-01 09:10:35,.csv
outputs/ib0a_control_points_osm_projection/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_used.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_used.csv,file,4,1336,2026-06-01 09:10:35,.csv
outputs/ib0a_control_points_osm_projection_v1_1/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_control_points_projected_to_osm_map.html,qixing_lengshuikeng_main_peak_20260523_control_points_projected_to_osm_map.html,file,4,79834,2026-05-28 23:04:26,.html
outputs/ib0a_control_points_osm_projection_v1_1/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_control_points_projected_to_osm_summary.txt,qixing_lengshuikeng_main_peak_20260523_control_points_projected_to_osm_summary.txt,file,4,848,2026-05-28 23:04:26,.txt
outputs/ib0a_control_points_osm_projection_v1_1/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_control_points_projected_to_osm_topk.csv,qixing_lengshuikeng_main_peak_20260523_control_points_projected_to_osm_topk.csv,file,4,2820,2026-05-28 23:04:26,.csv
outputs/ib0a_prune/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_activity_osm_matched_pruned.geojson,juansi_waterfall_fitcsv_20260503_activity_osm_matched_pruned.geojson,file,4,155116,2026-05-23 17:14:49,.geojson
